Time, acc_x, acc_y, acc_y, altitude, MPU_x,  MPU_y, MPU_z, 
7679563, 0.31,  -0.35,  0.80,  21608.16,  0.32,  -0.60,  0.70,  
7680564, 0.31,  -0.34,  0.80,  21608.62,  0.33,  -0.58,  0.70,  
7681563, 0.33,  -0.32,  0.80,  21609.72,  0.34,  -0.56,  0.71,  
7682564, 0.31,  -0.32,  0.78,  21612.21,  0.33,  -0.57,  0.70,  
7683564, 0.33,  -0.31,  0.82,  21616.73,  0.33,  -0.55,  0.73,  
7684563, 0.31,  -0.31,  0.81,  21618.26,  0.33,  -0.56,  0.71,  
7685564, 0.33,  -0.30,  0.81,  21620.43,  0.34,  -0.55,  0.72,  
7686563, 0.30,  -0.32,  0.81,  21620.04,  0.31,  -0.56,  0.73,  
7687564, 0.30,  -0.34,  0.80,  21619.32,  0.32,  -0.58,  0.69,  
7688564, 0.28,  -0.34,  0.80,  21622.83,  0.31,  -0.58,  0.70,  
7689564, 0.30,  -0.34,  0.80,  21623.60,  0.31,  -0.58,  0.70,  
7690564, 0.30,  -0.35,  0.75,  21627.93,  0.32,  -0.61,  0.67,  
7691564, 0.30,  -0.34,  0.78,  21629.46,  0.33,  -0.58,  0.68,  
7692564, 0.31,  -0.35,  0.77,  21631.06,  0.33,  -0.60,  0.67,  
7693564, 0.31,  -0.36,  0.78,  21629.75,  0.34,  -0.61,  0.69,  
7694564, 0.30,  -0.35,  0.78,  21630.70,  0.32,  -0.59,  0.68,  
7695564, 0.30,  -0.34,  0.81,  21634.17,  0.32,  -0.59,  0.71,  
7696564, 0.31,  -0.35,  0.78,  21635.85,  0.33,  -0.60,  0.69,  
7697564, 0.31,  -0.35,  0.78,  21637.61,  0.34,  -0.60,  0.68,  
7698565, 0.31,  -0.34,  0.81,  21641.02,  0.33,  -0.57,  0.71,  
7699564, 0.31,  -0.37,  0.75,  21640.50,  0.34,  -0.64,  0.66,  
7700564, 0.30,  -0.34,  0.80,  21644.19,  0.32,  -0.59,  0.69,  
7701564, 0.30,  -0.34,  0.81,  21643.31,  0.32,  -0.58,  0.71,  
7702564, 0.30,  -0.36,  0.77,  21647.59,  0.32,  -0.61,  0.68,  
7703565, 0.31,  -0.35,  0.80,  21647.41,  0.33,  -0.60,  0.70,  
7704564, 0.30,  -0.34,  0.78,  21649.16,  0.33,  -0.59,  0.69,  
7705565, 0.31,  -0.34,  0.78,  21646.47,  0.33,  -0.59,  0.68,  
7706564, 0.30,  -0.36,  0.75,  21654.40,  0.33,  -0.61,  0.67,  
7707565, 0.30,  -0.35,  0.77,  21650.66,  0.32,  -0.60,  0.67,  
7708565, 0.30,  -0.35,  0.78,  21654.79,  0.32,  -0.60,  0.69,  
7709564, 0.31,  -0.35,  0.78,  21657.41,  0.33,  -0.60,  0.68,  
7710565, 0.31,  -0.35,  0.78,  21661.91,  0.33,  -0.60,  0.69,  
7711564, 0.31,  -0.35,  0.80,  21662.49,  0.34,  -0.59,  0.69,  
7712565, 0.31,  -0.36,  0.77,  21664.47,  0.33,  -0.61,  0.69,  
7713564, 0.31,  -0.36,  0.78,  21665.04,  0.33,  -0.61,  0.68,  
7714565, 0.30,  -0.35,  0.80,  21670.03,  0.32,  -0.59,  0.70,  
7715565, 0.30,  -0.35,  0.78,  21670.93,  0.32,  -0.61,  0.69,  
7716564, 0.30,  -0.35,  0.77,  21673.56,  0.32,  -0.60,  0.69,  
7717565, 0.30,  -0.35,  0.78,  21669.87,  0.33,  -0.59,  0.68,  
7718564, 0.30,  -0.34,  0.77,  21676.01,  0.33,  -0.59,  0.69,  
7719565, 0.31,  -0.34,  0.78,  21678.09,  0.33,  -0.58,  0.68,  
7720565, 0.31,  -0.34,  0.77,  21680.94,  0.33,  -0.59,  0.67,  
7721565, 0.31,  -0.35,  0.77,  21682.87,  0.34,  -0.61,  0.67,  
7722565, 0.30,  -0.35,  0.78,  21683.51,  0.33,  -0.60,  0.68,  
7723565, 0.30,  -0.35,  0.78,  21684.29,  0.33,  -0.59,  0.70,  
7724565, 0.30,  -0.34,  0.80,  21686.23,  0.33,  -0.59,  0.70,  
7725565, 0.30,  -0.36,  0.78,  21688.76,  0.33,  -0.61,  0.68,  
7726565, 0.30,  -0.34,  0.80,  21688.43,  0.32,  -0.58,  0.70,  
7727565, 0.31,  -0.35,  0.80,  21689.15,  0.33,  -0.59,  0.69,  
7728565, 0.31,  -0.32,  0.81,  21687.89,  0.33,  -0.58,  0.71,  
7729565, 0.31,  -0.32,  0.81,  21690.09,  0.33,  -0.56,  0.72,  
7730566, 0.31,  -0.31,  0.81,  21697.94,  0.33,  -0.56,  0.72,  
7731565, 0.31,  -0.34,  0.78,  21700.89,  0.33,  -0.58,  0.70,  
7732566, 0.31,  -0.32,  0.80,  21706.27,  0.32,  -0.58,  0.71,  
7733565, 0.30,  -0.35,  0.78,  21703.49,  0.32,  -0.59,  0.69,  
7734565, 0.30,  -0.35,  0.78,  21704.01,  0.32,  -0.60,  0.68,  
7735566, 0.30,  -0.35,  0.78,  21709.86,  0.33,  -0.60,  0.69,  
7736565, 0.30,  -0.34,  0.80,  21714.41,  0.32,  -0.58,  0.69,  
7737566, 0.30,  -0.32,  0.78,  21715.08,  0.32,  -0.58,  0.69,  
7738565, 0.31,  -0.34,  0.77,  21717.08,  0.33,  -0.58,  0.67,  
7739566, 0.31,  -0.35,  0.75,  21715.15,  0.33,  -0.59,  0.66,  
7740565, 0.30,  -0.31,  0.80,  21717.90,  0.32,  -0.56,  0.70,  
7741565, 0.30,  -0.32,  0.78,  21721.22,  0.31,  -0.58,  0.68,  
7742566, 0.31,  -0.34,  0.78,  21722.28,  0.33,  -0.59,  0.69,  
7743565, 0.31,  -0.35,  0.78,  21726.47,  0.34,  -0.59,  0.69,  
7744566, 0.31,  -0.37,  0.77,  21726.88,  0.34,  -0.62,  0.68,  
7745565, 0.31,  -0.35,  0.80,  21724.26,  0.33,  -0.60,  0.71,  
7746566, 0.30,  -0.36,  0.78,  21729.69,  0.33,  -0.62,  0.69,  
7747566, 0.30,  -0.36,  0.77,  21729.51,  0.32,  -0.61,  0.68,  
7748566, 0.30,  -0.35,  0.78,  21732.93,  0.31,  -0.60,  0.70,  
7749566, 0.30,  -0.34,  0.78,  21733.12,  0.32,  -0.59,  0.70,  
7750565, 0.30,  -0.36,  0.75,  21736.41,  0.33,  -0.61,  0.67,  
7751566, 0.30,  -0.34,  0.77,  21738.01,  0.33,  -0.59,  0.68,  
7752566, 0.30,  -0.32,  0.77,  21738.86,  0.32,  -0.58,  0.68,  
7753566, 0.28,  -0.34,  0.77,  21739.62,  0.31,  -0.59,  0.66,  
7754566, 0.30,  -0.34,  0.77,  21745.95,  0.33,  -0.59,  0.68,  
7755566, 0.31,  -0.34,  0.78,  21744.99,  0.33,  -0.58,  0.70,  
7756566, 0.30,  -0.35,  0.78,  21745.03,  0.33,  -0.60,  0.69,  
7757566, 0.30,  -0.35,  0.78,  21746.66,  0.32,  -0.60,  0.69,  
7758566, 0.30,  -0.36,  0.78,  21750.20,  0.32,  -0.61,  0.70,  
7759566, 0.30,  -0.36,  0.80,  21753.25,  0.33,  -0.60,  0.71,  
7760566, 0.30,  -0.36,  0.78,  21754.61,  0.33,  -0.62,  0.69,  
7761566, 0.30,  -0.36,  0.78,  21755.97,  0.33,  -0.60,  0.69,  
7762567, 0.30,  -0.34,  0.80,  21759.14,  0.32,  -0.59,  0.70,  
7763566, 0.30,  -0.35,  0.77,  21759.49,  0.32,  -0.59,  0.68,  
7764567, 0.28,  -0.34,  0.77,  21761.35,  0.31,  -0.58,  0.66,  
7765566, 0.28,  -0.35,  0.77,  21761.39,  0.32,  -0.59,  0.68,  
7766566, 0.30,  -0.35,  0.78,  21761.59,  0.32,  -0.60,  0.69,  
7767567, 0.28,  -0.35,  0.78,  21763.71,  0.32,  -0.60,  0.70,  
7768566, 0.28,  -0.35,  0.80,  21761.61,  0.31,  -0.60,  0.71,  
7769567, 0.31,  -0.34,  0.81,  21765.44,  0.33,  -0.58,  0.71,  
7770566, 0.33,  -0.32,  0.81,  21769.10,  0.33,  -0.57,  0.71,  
7771567, 0.31,  -0.32,  0.80,  21770.36,  0.34,  -0.57,  0.72,  
7772567, 0.31,  -0.35,  0.78,  21772.38,  0.33,  -0.59,  0.69,  
7773566, 0.30,  -0.34,  0.80,  21771.26,  0.32,  -0.58,  0.69,  
7774567, 0.30,  -0.32,  0.80,  21774.77,  0.33,  -0.57,  0.71,  
7775566, 0.31,  -0.32,  0.80,  21778.54,  0.33,  -0.56,  0.71,  
7776567, 0.33,  -0.31,  0.78,  21783.16,  0.34,  -0.56,  0.70,  
7777566, 0.30,  -0.32,  0.75,  21779.54,  0.32,  -0.57,  0.67,  
7778567, 0.30,  -0.32,  0.75,  21783.01,  0.33,  -0.58,  0.67,  
7779567, 0.30,  -0.34,  0.77,  21788.07,  0.32,  -0.58,  0.68,  
7780567, 0.30,  -0.35,  0.77,  21787.39,  0.33,  -0.60,  0.69,  
7781567, 0.31,  -0.35,  0.80,  21789.36,  0.33,  -0.60,  0.71,  
7782566, 0.31,  -0.35,  0.81,  21789.56,  0.34,  -0.59,  0.71,  
7783567, 0.31,  -0.36,  0.80,  21795.68,  0.34,  -0.61,  0.71,  
7784567, 0.31,  -0.36,  0.78,  21795.38,  0.34,  -0.62,  0.70,  
7785567, 0.31,  -0.36,  0.78,  21801.84,  0.33,  -0.62,  0.69,  
7786567, 0.31,  -0.36,  0.77,  21800.11,  0.33,  -0.60,  0.68,  
7787567, 0.30,  -0.34,  0.77,  21804.96,  0.32,  -0.58,  0.67,  
7788567, 0.30,  -0.34,  0.75,  21804.33,  0.33,  -0.58,  0.67,  
7789568, 0.31,  -0.32,  0.80,  21809.99,  0.32,  -0.57,  0.70,  
7790567, 0.33,  -0.34,  0.78,  21811.30,  0.34,  -0.58,  0.70,  
7791567, 0.31,  -0.31,  0.81,  21809.55,  0.33,  -0.56,  0.72,  
7792567, 0.34,  -0.31,  0.80,  21811.47,  0.35,  -0.56,  0.71,  
7793567, 0.33,  -0.31,  0.82,  21815.95,  0.34,  -0.56,  0.74,  
7794568, 0.34,  -0.30,  0.84,  21816.21,  0.35,  -0.53,  0.75,  
7795567, 0.33,  -0.28,  0.85,  21822.92,  0.33,  -0.53,  0.76,  
7796568, 0.33,  -0.34,  0.80,  21822.90,  0.34,  -0.58,  0.71,  
7797567, 0.31,  -0.34,  0.78,  21822.44,  0.33,  -0.58,  0.71,  
7798567, 0.30,  -0.34,  0.77,  21828.26,  0.33,  -0.58,  0.68,  
7799568, 0.30,  -0.32,  0.77,  21829.31,  0.32,  -0.57,  0.68,  
7800567, 0.30,  -0.32,  0.77,  21826.62,  0.32,  -0.58,  0.67,  
7801568, 0.30,  -0.32,  0.78,  21832.01,  0.31,  -0.57,  0.68,  
7802567, 0.28,  -0.34,  0.77,  21830.99,  0.31,  -0.58,  0.67,  
7803568, 0.28,  -0.34,  0.77,  21835.65,  0.31,  -0.59,  0.67,  
7804568, 0.30,  -0.34,  0.78,  21834.80,  0.32,  -0.58,  0.70,  
7805568, 0.30,  -0.35,  0.80,  21835.33,  0.33,  -0.59,  0.71,  
7806568, 0.31,  -0.36,  0.78,  21840.78,  0.33,  -0.62,  0.70,  
7807567, 0.30,  -0.36,  0.80,  21843.10,  0.33,  -0.60,  0.71,  
7808568, 0.30,  -0.36,  0.80,  21840.90,  0.32,  -0.61,  0.72,  
7809567, 0.30,  -0.37,  0.78,  21842.05,  0.32,  -0.62,  0.69,  
7810568, 0.30,  -0.36,  0.78,  21845.23,  0.32,  -0.61,  0.68,  
7811568, 0.28,  -0.35,  0.77,  21845.26,  0.32,  -0.60,  0.68,  
7812568, 0.28,  -0.34,  0.78,  21843.07,  0.31,  -0.59,  0.69,  
7813568, 0.28,  -0.35,  0.78,  21849.47,  0.32,  -0.59,  0.69,  
7814567, 0.30,  -0.35,  0.78,  21851.58,  0.32,  -0.60,  0.69,  
7815568, 0.30,  -0.35,  0.78,  21852.51,  0.31,  -0.59,  0.70,  
7816568, 0.30,  -0.34,  0.80,  21854.57,  0.32,  -0.58,  0.71,  
7817568, 0.30,  -0.34,  0.81,  21856.18,  0.33,  -0.57,  0.72,  
7818568, 0.31,  -0.32,  0.80,  21857.54,  0.33,  -0.57,  0.72,  
7819568, 0.31,  -0.34,  0.78,  21860.04,  0.33,  -0.58,  0.70,  
7820568, 0.30,  -0.34,  0.78,  21864.00,  0.32,  -0.57,  0.70,  
7821568, 0.30,  -0.34,  0.77,  21868.59,  0.31,  -0.58,  0.69,  
7822568, 0.30,  -0.32,  0.77,  21865.32,  0.32,  -0.57,  0.68,  
7823568, 0.30,  -0.34,  0.77,  21870.25,  0.32,  -0.58,  0.67,  
7824568, 0.30,  -0.34,  0.77,  21870.90,  0.33,  -0.59,  0.69,  
7825568, 0.30,  -0.35,  0.78,  21870.20,  0.32,  -0.59,  0.69,  
7826569, 0.31,  -0.35,  0.78,  21876.26,  0.33,  -0.59,  0.69,  
7827568, 0.31,  -0.35,  0.80,  21871.02,  0.33,  -0.60,  0.71,  
7828569, 0.31,  -0.35,  0.78,  21877.70,  0.33,  -0.60,  0.71,  
7829568, 0.31,  -0.34,  0.80,  21880.03,  0.34,  -0.59,  0.71,  
7830568, 0.31,  -0.35,  0.78,  21881.86,  0.33,  -0.59,  0.69,  
7831569, 0.31,  -0.34,  0.77,  21886.70,  0.34,  -0.58,  0.68,  
7832568, 0.31,  -0.34,  0.77,  21884.03,  0.33,  -0.57,  0.69,  
7833569, 0.31,  -0.32,  0.78,  21892.13,  0.33,  -0.57,  0.69,  
7834568, 0.30,  -0.34,  0.77,  21891.66,  0.32,  -0.58,  0.68,  
7835569, 0.31,  -0.32,  0.80,  21895.25,  0.33,  -0.56,  0.70,  
7836569, 0.31,  -0.32,  0.80,  21893.92,  0.33,  -0.56,  0.71,  
7837569, 0.31,  -0.35,  0.78,  21894.71,  0.33,  -0.58,  0.71,  
7838569, 0.30,  -0.34,  0.81,  21896.78,  0.33,  -0.58,  0.72,  
7839568, 0.31,  -0.35,  0.80,  21898.11,  0.33,  -0.59,  0.71,  
7840569, 0.30,  -0.36,  0.78,  21898.38,  0.33,  -0.61,  0.70,  
7841568, 0.30,  -0.35,  0.80,  21904.07,  0.32,  -0.60,  0.71,  
7842569, 0.30,  -0.34,  0.78,  21904.79,  0.33,  -0.59,  0.69,  
7843569, 0.30,  -0.35,  0.77,  21906.64,  0.33,  -0.59,  0.68,  
7844569, 0.30,  -0.34,  0.77,  21908.50,  0.32,  -0.59,  0.68,  
7845569, 0.30,  -0.34,  0.77,  21909.43,  0.32,  -0.59,  0.68,  
7846568, 0.30,  -0.34,  0.77,  21910.09,  0.33,  -0.59,  0.67,  
7847569, 0.31,  -0.35,  0.77,  21915.18,  0.33,  -0.60,  0.69,  
7848569, 0.30,  -0.36,  0.77,  21914.99,  0.33,  -0.61,  0.67,  
7849569, 0.30,  -0.36,  0.77,  21915.94,  0.33,  -0.61,  0.68,  
7850569, 0.30,  -0.36,  0.77,  21919.77,  0.32,  -0.61,  0.69,  
7851569, 0.30,  -0.35,  0.77,  21924.64,  0.33,  -0.60,  0.69,  
7852569, 0.30,  -0.35,  0.77,  21923.07,  0.33,  -0.60,  0.69,  
7853570, 0.31,  -0.35,  0.77,  21927.61,  0.34,  -0.60,  0.69,  
7854569, 0.31,  -0.35,  0.78,  21928.67,  0.33,  -0.59,  0.69,  
7855569, 0.31,  -0.32,  0.80,  21930.11,  0.33,  -0.57,  0.71,  
7856569, 0.31,  -0.34,  0.78,  21926.70,  0.34,  -0.57,  0.71,  
7857569, 0.33,  -0.30,  0.81,  21931.62,  0.34,  -0.54,  0.73,  
7858570, 0.31,  -0.32,  0.80,  21934.16,  0.33,  -0.56,  0.71,  
7859569, 0.31,  -0.32,  0.80,  21933.98,  0.33,  -0.56,  0.73,  
7860570, 0.33,  -0.31,  0.81,  21940.46,  0.33,  -0.56,  0.72,  
7861569, 0.31,  -0.31,  0.81,  21940.83,  0.33,  -0.56,  0.72,  
7862569, 0.31,  -0.32,  0.81,  21942.88,  0.32,  -0.56,  0.72,  
7863570, 0.31,  -0.32,  0.80,  21945.24,  0.32,  -0.56,  0.72,  
7864569, 0.30,  -0.34,  0.80,  21951.66,  0.33,  -0.58,  0.71,  
7865570, 0.31,  -0.32,  0.78,  21945.32,  0.33,  -0.57,  0.71,  
7866569, 0.31,  -0.31,  0.80,  21951.18,  0.33,  -0.56,  0.71,  
7867570, 0.31,  -0.31,  0.80,  21951.39,  0.32,  -0.56,  0.72,  
7868570, 0.30,  -0.32,  0.78,  21955.19,  0.32,  -0.57,  0.69,  
7869570, 0.30,  -0.34,  0.77,  21959.74,  0.32,  -0.58,  0.69,  
7870570, 0.30,  -0.34,  0.78,  21957.33,  0.32,  -0.58,  0.70,  
7871569, 0.31,  -0.34,  0.78,  21961.03,  0.32,  -0.59,  0.70,  
7872570, 0.30,  -0.35,  0.77,  21964.67,  0.32,  -0.59,  0.69,  
7873569, 0.30,  -0.35,  0.77,  21961.28,  0.32,  -0.60,  0.69,  
7874570, 0.30,  -0.35,  0.78,  21966.81,  0.33,  -0.60,  0.70,  
7875570, 0.30,  -0.35,  0.78,  21969.83,  0.32,  -0.60,  0.69,  
7876570, 0.28,  -0.35,  0.78,  21970.27,  0.32,  -0.61,  0.69,  
7877570, 0.30,  -0.35,  0.77,  21969.86,  0.32,  -0.60,  0.69,  
7878569, 0.30,  -0.35,  0.78,  21972.87,  0.32,  -0.59,  0.70,  
7879570, 0.30,  -0.34,  0.78,  21976.41,  0.32,  -0.58,  0.70,  
7880570, 0.30,  -0.35,  0.77,  21970.95,  0.32,  -0.59,  0.68,  
7881570, 0.30,  -0.34,  0.77,  21977.64,  0.32,  -0.58,  0.69,  
7882570, 0.30,  -0.34,  0.77,  21975.78,  0.32,  -0.58,  0.69,  
7883570, 0.30,  -0.34,  0.78,  21978.06,  0.32,  -0.58,  0.69,  
7884570, 0.31,  -0.35,  0.77,  21981.77,  0.33,  -0.59,  0.70,  
7885571, 0.30,  -0.35,  0.77,  21982.44,  0.33,  -0.60,  0.70,  
7886571, 0.31,  -0.34,  0.80,  21983.36,  0.33,  -0.58,  0.70,  
7887570, 0.30,  -0.34,  0.78,  21982.82,  0.33,  -0.59,  0.69,  
7888570, 0.31,  -0.35,  0.78,  21986.71,  0.33,  -0.60,  0.69,  
7889570, 0.31,  -0.35,  0.78,  21989.50,  0.33,  -0.59,  0.69,  
7890571, 0.30,  -0.34,  0.78,  21990.34,  0.33,  -0.58,  0.70,  
7891570, 0.31,  -0.34,  0.78,  21990.84,  0.33,  -0.59,  0.70,  
7892571, 0.31,  -0.34,  0.78,  21992.33,  0.33,  -0.59,  0.71,  
7893570, 0.31,  -0.35,  0.78,  21996.85,  0.33,  -0.59,  0.71,  
7894571, 0.31,  -0.35,  0.78,  21996.66,  0.33,  -0.59,  0.70,  
7895571, 0.31,  -0.34,  0.78,  22002.47,  0.33,  -0.58,  0.70,  
7896571, 0.30,  -0.34,  0.77,  22001.35,  0.33,  -0.58,  0.68,  
7897571, 0.30,  -0.32,  0.75,  22003.29,  0.32,  -0.58,  0.67,  
7898570, 0.30,  -0.32,  0.77,  22002.97,  0.33,  -0.57,  0.68,  
7899571, 0.31,  -0.32,  0.78,  22004.35,  0.33,  -0.57,  0.70,  
7900570, 0.31,  -0.35,  0.77,  22005.88,  0.33,  -0.60,  0.68,  
7901571, 0.31,  -0.34,  0.78,  22007.78,  0.34,  -0.58,  0.70,  
7902571, 0.31,  -0.35,  0.78,  22007.36,  0.34,  -0.59,  0.71,  
7903570, 0.31,  -0.36,  0.78,  22012.19,  0.34,  -0.61,  0.70,  
7904571, 0.30,  -0.36,  0.78,  22009.35,  0.33,  -0.61,  0.70,  
7905570, 0.31,  -0.35,  0.78,  22012.86,  0.33,  -0.60,  0.70,  
7906571, 0.31,  -0.35,  0.78,  22013.30,  0.34,  -0.59,  0.70,  
7907571, 0.30,  -0.35,  0.74,  22021.08,  0.33,  -0.60,  0.67,  
7908571, 0.30,  -0.34,  0.75,  22022.87,  0.33,  -0.59,  0.67,  
7909571, 0.31,  -0.32,  0.78,  22020.17,  0.33,  -0.57,  0.71,  
7910571, 0.30,  -0.34,  0.78,  22021.03,  0.33,  -0.58,  0.69,  
7911571, 0.31,  -0.31,  0.78,  22023.39,  0.33,  -0.55,  0.70,  
7912571, 0.33,  -0.32,  0.78,  22029.39,  0.34,  -0.57,  0.72,  
7913571, 0.34,  -0.30,  0.82,  22026.60,  0.35,  -0.54,  0.74,  
7914571, 0.31,  -0.31,  0.84,  22029.42,  0.33,  -0.54,  0.76,  
7915571, 0.34,  -0.32,  0.81,  22033.64,  0.35,  -0.56,  0.74,  
7916571, 0.33,  -0.28,  0.87,  22031.36,  0.33,  -0.51,  0.78,  
7917572, 0.33,  -0.27,  0.84,  22030.12,  0.33,  -0.49,  0.77,  
7918571, 0.30,  -0.31,  0.80,  22032.21,  0.32,  -0.55,  0.72,  
7919571, 0.30,  -0.32,  0.77,  22037.00,  0.32,  -0.58,  0.69,  
7920571, 0.30,  -0.36,  0.77,  22040.29,  0.33,  -0.61,  0.69,  
7921571, 0.31,  -0.34,  0.78,  22041.33,  0.33,  -0.58,  0.69,  
7922572, 0.28,  -0.35,  0.75,  22041.01,  0.31,  -0.58,  0.68,  
7923571, 0.30,  -0.36,  0.77,  22041.28,  0.32,  -0.60,  0.70,  
7924572, 0.30,  -0.37,  0.77,  22046.11,  0.33,  -0.62,  0.69,  
7925571, 0.30,  -0.36,  0.77,  22049.75,  0.33,  -0.61,  0.69,  
7926572, 0.30,  -0.34,  0.80,  22046.13,  0.33,  -0.58,  0.72,  
7927572, 0.31,  -0.34,  0.78,  22046.17,  0.33,  -0.59,  0.70,  
7928571, 0.30,  -0.35,  0.75,  22048.48,  0.33,  -0.60,  0.69,  
7929572, 0.28,  -0.34,  0.77,  22053.17,  0.31,  -0.58,  0.70,  
7930571, 0.30,  -0.34,  0.78,  22053.86,  0.32,  -0.58,  0.69,  
7931572, 0.30,  -0.36,  0.74,  22057.57,  0.33,  -0.61,  0.65,  
7932571, 0.30,  -0.36,  0.74,  22060.28,  0.33,  -0.60,  0.66,  
7933572, 0.30,  -0.35,  0.75,  22059.85,  0.33,  -0.60,  0.68,  
7934572, 0.28,  -0.34,  0.80,  22066.20,  0.31,  -0.58,  0.72,  
7935571, 0.30,  -0.35,  0.78,  22064.54,  0.32,  -0.60,  0.69,  
7936572, 0.34,  -0.32,  0.80,  22062.73,  0.35,  -0.57,  0.71,  
7937571, 0.30,  -0.34,  0.81,  22069.71,  0.32,  -0.57,  0.73,  
7938572, 0.31,  -0.34,  0.80,  22068.01,  0.34,  -0.58,  0.71,  
7939572, 0.31,  -0.35,  0.80,  22070.79,  0.33,  -0.59,  0.72,  
7940572, 0.31,  -0.34,  0.80,  22070.30,  0.33,  -0.58,  0.72,  
7941572, 0.31,  -0.34,  0.80,  22076.66,  0.33,  -0.58,  0.71,  
7942572, 0.30,  -0.32,  0.78,  22076.94,  0.32,  -0.56,  0.71,  
7943572, 0.31,  -0.32,  0.77,  22082.60,  0.33,  -0.57,  0.69,  
7944572, 0.31,  -0.32,  0.77,  22081.35,  0.33,  -0.56,  0.69,  
7945572, 0.30,  -0.32,  0.78,  22081.82,  0.32,  -0.57,  0.70,  
7946572, 0.30,  -0.34,  0.77,  22081.27,  0.32,  -0.59,  0.70,  
7947572, 0.30,  -0.34,  0.78,  22087.11,  0.32,  -0.58,  0.71,  
7948572, 0.30,  -0.35,  0.78,  22087.26,  0.33,  -0.60,  0.70,  
7949573, 0.30,  -0.36,  0.77,  22089.17,  0.34,  -0.61,  0.69,  
7950572, 0.31,  -0.37,  0.75,  22091.86,  0.34,  -0.62,  0.68,  
7951572, 0.31,  -0.36,  0.77,  22091.03,  0.34,  -0.61,  0.68,  
7952572, 0.30,  -0.35,  0.75,  22096.18,  0.32,  -0.60,  0.69,  
7953572, 0.30,  -0.34,  0.78,  22093.71,  0.31,  -0.59,  0.69,  
7954573, 0.30,  -0.34,  0.77,  22100.91,  0.32,  -0.58,  0.69,  
7955572, 0.30,  -0.35,  0.77,  22099.19,  0.33,  -0.60,  0.68,  
7956573, 0.30,  -0.35,  0.77,  22100.65,  0.33,  -0.60,  0.69,  
7957572, 0.31,  -0.34,  0.78,  22101.81,  0.33,  -0.58,  0.69,  
7958573, 0.30,  -0.34,  0.77,  22106.32,  0.33,  -0.58,  0.69,  
7959573, 0.30,  -0.36,  0.75,  22105.36,  0.33,  -0.61,  0.68,  
7960572, 0.30,  -0.34,  0.78,  22108.76,  0.32,  -0.59,  0.70,  
7961573, 0.30,  -0.34,  0.78,  22107.33,  0.33,  -0.58,  0.72,  
7962572, 0.30,  -0.36,  0.75,  22113.73,  0.33,  -0.61,  0.69,  
7963573, 0.30,  -0.34,  0.78,  22115.60,  0.33,  -0.59,  0.70,  
7964572, 0.30,  -0.35,  0.78,  22115.93,  0.32,  -0.60,  0.70,  
7965573, 0.30,  -0.35,  0.78,  22116.51,  0.33,  -0.59,  0.69,  
7966573, 0.31,  -0.34,  0.78,  22121.27,  0.33,  -0.58,  0.70,  
7967572, 0.31,  -0.34,  0.78,  22123.72,  0.32,  -0.58,  0.71,  
7968573, 0.30,  -0.34,  0.78,  22124.30,  0.32,  -0.58,  0.71,  
7969572, 0.30,  -0.34,  0.77,  22123.24,  0.33,  -0.59,  0.70,  
7970573, 0.30,  -0.34,  0.77,  22127.05,  0.33,  -0.58,  0.70,  
7971574, 0.30,  -0.34,  0.77,  22128.45,  0.32,  -0.58,  0.68,  
7972573, 0.30,  -0.34,  0.75,  22130.26,  0.32,  -0.58,  0.68,  
7973573, 0.30,  -0.34,  0.75,  22133.51,  0.32,  -0.58,  0.68,  
7974573, 0.30,  -0.34,  0.77,  22137.68,  0.33,  -0.57,  0.70,  
7975573, 0.30,  -0.34,  0.78,  22137.33,  0.32,  -0.58,  0.70,  
7976573, 0.30,  -0.34,  0.78,  22134.29,  0.32,  -0.58,  0.71,  
7977573, 0.30,  -0.35,  0.78,  22139.59,  0.32,  -0.59,  0.70,  
7978573, 0.30,  -0.35,  0.78,  22138.99,  0.32,  -0.60,  0.70,  
7979573, 0.30,  -0.36,  0.78,  22142.59,  0.32,  -0.61,  0.70,  
7980573, 0.30,  -0.35,  0.78,  22146.49,  0.33,  -0.60,  0.71,  
7981574, 0.30,  -0.35,  0.78,  22147.42,  0.32,  -0.60,  0.71,  
7982573, 0.28,  -0.35,  0.78,  22146.69,  0.32,  -0.59,  0.70,  
7983574, 0.28,  -0.35,  0.75,  22147.51,  0.31,  -0.59,  0.69,  
7984573, 0.28,  -0.34,  0.75,  22152.95,  0.31,  -0.58,  0.67,  
7985573, 0.30,  -0.34,  0.75,  22153.78,  0.32,  -0.59,  0.67,  
7986574, 0.30,  -0.34,  0.77,  22153.75,  0.32,  -0.58,  0.69,  
7987573, 0.30,  -0.35,  0.77,  22154.75,  0.33,  -0.59,  0.69,  
7988574, 0.30,  -0.36,  0.77,  22155.92,  0.32,  -0.61,  0.70,  
7989573, 0.28,  -0.36,  0.78,  22158.71,  0.32,  -0.61,  0.70,  
7990574, 0.30,  -0.35,  0.80,  22158.87,  0.32,  -0.60,  0.72,  
7991574, 0.31,  -0.32,  0.81,  22163.50,  0.34,  -0.56,  0.72,  
7992573, 0.31,  -0.34,  0.78,  22164.19,  0.34,  -0.57,  0.71,  
7993574, 0.31,  -0.36,  0.75,  22160.78,  0.34,  -0.60,  0.68,  
7994573, 0.30,  -0.35,  0.77,  22167.14,  0.32,  -0.59,  0.68,  
7995574, 0.28,  -0.34,  0.75,  22166.23,  0.32,  -0.58,  0.69,  
