Time, x, y, z, temperature, BMP_altitude, BMP_temperature, BMP_pressure, Humidity, MPU_acc_x, MPU_acc_y, MPU_acc_z, GYRO_x, GYRO_y, GYRO_z, MAG_x, MAG_y, MAG_z, MPX_pressure
4892051,0.34,-0.34,0.85,0.99,15220.73,-4.51,11241.84,85.74,0.34,-0.62,0.65,8.84,-7.62,15.3,106.87,-60.96,55.13,0.39
4893050,0.34,-0.35,0.85,0.99,15222.37,-4.5,11238.52,85.75,0.33,-0.62,0.64,13.11,-24.21,28.41,117.56,-52.59,51.68,0.39
4894050,0.34,-0.3,0.94,0.99,15225.71,-4.5,11231.73,85.77,0.32,-0.56,0.7,1.4,-12.26,16.22,122.31,-37.05,51.68,0.39
4895051,0.34,-0.31,0.89,0.99,15229.06,-4.49,11224.94,85.73,0.33,-0.58,0.69,-19.33,43.23,-37.56,125.87,-47.81,43.64,0.39
4896051,0.39,-0.3,0.89,0.99,15233.43,-4.49,11216.09,85.77,0.35,-0.57,0.69,-43.66,85.18,-102.32,96.19,-68.13,53.98,0.39
4897050,0.37,-0.28,0.91,0.99,15235.76,-4.49,11211.37,85.77,0.34,-0.54,0.7,-39.15,68.96,-92.13,81.94,-20.32,83.84,0.39
4898051,0.36,-0.3,0.89,0.99,15236.82,-4.49,11206.42,85.74,0.33,-0.55,0.69,-23.54,53.9,-69.76,118.75,-21.52,56.27,0.39
4899051,0.36,-0.3,0.87,0.99,15240.39,-4.48,11199.19,85.75,0.33,-0.57,0.65,-25.24,67.56,-78.29,106.87,-53.79,59.72,0.39
4900050,0.34,-0.34,0.87,0.99,15242.03,-4.48,11196.68,85.77,0.32,-0.6,0.66,-9.21,30.06,-33.41,90.25,-39.45,75.8,0.39
4901051,0.34,-0.39,0.84,0.99,15245.64,-4.48,11191.37,85.56,0.34,-0.67,0.63,-0.91,20.06,-21.71,84.31,-27.49,82.69,0.39
4902051,0.33,-0.35,0.89,0.99,15247.5,-4.48,11187.61,85.73,0.32,-0.61,0.69,-1.28,12.26,-17.44,72.44,-25.1,84.98,0.39
4903051,0.34,-0.32,0.89,0.99,15250.43,-4.47,11181.7,85.78,0.33,-0.59,0.69,-14.51,33.84,-45.61,74.81,-15.54,83.84,0.39
4904051,0.34,-0.31,0.87,0.99,15253.38,-4.47,11174.4,85.77,0.33,-0.58,0.66,-18.41,42.07,-54.7,100.94,-1.2,72.35,0.39
4905051,0.34,-0.31,0.84,0.99,15256.71,-4.47,11169.01,85.78,0.33,-0.58,0.64,-15.85,36.83,-46.34,129.44,-17.93,49.38,0.39
4906050,0.33,-0.31,0.87,0.99,15258.79,-4.47,11164.81,85.75,0.32,-0.58,0.66,-1.22,7.38,-9.39,124.69,-38.25,48.23,0.39
4907051,0.34,-0.34,0.85,0.99,15261.79,-4.47,11158.76,85.74,0.33,-0.61,0.65,1.22,-6.4,5,119.94,-47.81,47.09,0.39
4908050,0.34,-0.34,0.87,0.99,15264.2,-4.46,11153.89,85.77,0.33,-0.62,0.66,-4.09,1.46,-2.68,119.94,-52.59,43.64,0.39
4909051,0.34,-0.32,0.89,0.99,15265.52,-4.46,11151.23,85.77,0.33,-0.6,0.68,-21.71,39.7,-43.23,114,-63.35,44.79,0.39
4910051,0.36,-0.3,0.88,0.99,15267.83,-4.46,11146.58,85.77,0.34,-0.58,0.67,-28.9,51.71,-63.66,86.69,-65.74,63.16,0.39
4911049,0.36,-0.28,0.88,0.99,15270.25,-4.45,11141.71,85.75,0.33,-0.54,0.69,-33.17,67.8,-83.17,84.31,-15.54,81.54,0.39
4912050,0.36,-0.3,0.87,0.99,15273.29,-4.45,11135.59,85.75,0.33,-0.57,0.66,-27.01,57.68,-77.62,122.31,-25.1,55.13,0.39
4913051,0.33,-0.28,0.84,0.99,15275.38,-4.45,11131.38,85.74,0.32,-0.54,0.63,-22.74,51.04,-64.02,112.81,-53.79,53.98,0.39
4914051,0.33,-0.31,0.85,0.99,15277.83,-4.44,11126.43,85.73,0.31,-0.57,0.64,-6.83,23.66,-27.74,89.06,-57.38,67.76,0.39
4915049,0.34,-0.36,0.85,0.99,15280.44,-4.44,11121.2,85.74,0.33,-0.64,0.65,-6.65,12.62,-22.74,80.75,-47.81,78.09,0.39
4916051,0.36,-0.37,0.85,0.99,15280.91,-4.43,11120.24,85.74,0.34,-0.66,0.64,-14.02,22.32,-35.49,78.37,-63.35,70.05,0.39
4917050,0.36,-0.3,0.92,0.99,15282.93,-4.44,11116.18,85.71,0.33,-0.56,0.73,-26.89,55.73,-65.49,68.87,-34.66,84.98,0.39
4918049,0.39,-0.32,0.94,0.99,15284.47,-4.42,11113.07,85.73,0.36,-0.58,0.74,-39.7,80.49,-107.93,114,-7.17,64.31,0.39
4919050,0.36,-0.35,0.91,0.99,15288.62,-4.42,11104.74,85.73,0.34,-0.6,0.7,-11.89,45.12,-50.43,112.81,-58.57,52.83,0.39
4920050,0.34,-0.32,0.84,0.99,15291.78,-4.42,11098.39,85.74,0.33,-0.6,0.62,1.28,5.49,-3.96,91.44,-58.57,64.31,0.39
4921050,0.31,-0.28,0.84,0.99,15294.32,-4.42,11091.97,85.73,0.3,-0.53,0.63,0.73,-25.79,22.01,91.44,-62.16,65.46,0.39
4922050,0.34,-0.26,0.89,0.99,15296.34,-4.41,11088.2,85.77,0.32,-0.52,0.68,21.65,-66.52,90.67,129.44,-37.05,41.34,0.39
4923052,0.33,-0.27,0.92,0.99,15299.28,-4.41,11084,85.73,0.31,-0.52,0.71,25.79,-55.91,74.7,84.31,2.39,81.54,0.39
4924051,0.36,-0.27,1.01,0.99,15300.9,-4.4,11080.61,85.75,0.34,-0.54,0.77,-9.76,20.61,5.43,70.06,-58.57,72.35,0.39
4925051,0.34,-0.31,0.89,0.99,15302.15,-4.4,11077.87,85.71,0.33,-0.56,0.7,16.77,-28.11,40.55,97.37,-62.16,59.72,0.39
4926051,0.37,-0.31,0.89,0.99,15305.5,-4.4,11070.86,85.74,0.35,-0.58,0.7,30.73,-67.8,95.67,122.31,-33.47,55.13,0.39
4927050,0.42,-0.23,0.99,0.99,15306.35,-4.39,11069.16,85.73,0.37,-0.5,0.78,47.07,-100.12,127.2,87.87,-22.71,81.54,0.39
4928052,0.37,-0.25,1.01,0.99,15308.96,-4.39,11063.93,85.73,0.35,-0.5,0.8,28.66,-69.39,96.95,111.62,-60.96,49.38,0.39
4929050,0.37,-0.19,0.96,0.99,15314.05,-4.39,11053.74,85.71,0.33,-0.43,0.75,42.8,-93.35,125.55,105.69,-2.39,72.35,0.39
4930050,0.39,-0.21,0.89,0.99,15316.82,-4.39,11048.21,85.75,0.33,-0.46,0.68,51.4,-100.98,140.67,84.31,-62.16,67.76,0.39
4931050,0.4,-0.23,0.95,0.99,15317.44,-4.38,11046.95,85.75,0.35,-0.48,0.74,49.15,-125.37,148.84,119.94,-10.76,62.02,0.39
4932049,0.36,-0.19,1.03,0.99,15319.44,-4.38,11042.96,85.73,0.31,-0.43,0.84,34.09,-99.27,125.67,92.62,-62.16,65.46,0.39
4933049,0.34,-0.25,0.98,0.99,15322.42,-4.37,11036.99,85.71,0.31,-0.5,0.77,43.54,-75.55,103.66,104.5,-4.78,72.35,0.39
4934049,0.37,-0.26,0.98,0.99,15324.49,-4.37,11032.86,85.73,0.34,-0.52,0.77,34.33,-78.78,102.62,86.69,-64.55,64.31,0.39
4935049,0.37,-0.32,0.88,0.99,15327.6,-4.37,11026.65,85.74,0.34,-0.59,0.66,34.88,-68.29,100.49,124.69,-39.45,44.79,0.39
4936049,0.36,-0.31,0.91,0.99,15328.96,-4.36,11023.92,85.75,0.33,-0.6,0.69,24.7,-43.96,70.91,103.31,-3.59,74.65,0.39
4937050,0.31,-0.31,0.89,0.99,15330.66,-4.36,11020.53,85.75,0.3,-0.57,0.71,2.2,-22.5,29.63,87.87,-8.37,79.24,0.39
4938049,0.33,-0.31,0.82,0.99,15334.58,-4.36,11012.71,85.74,0.31,-0.58,0.62,15.91,-30.91,49.63,78.37,-41.84,80.39,0.39
4939048,0.34,-0.26,0.87,0.99,15336.47,-4.36,11008.94,85.75,0.32,-0.52,0.65,24.88,-74.09,97.56,104.5,-65.74,49.38,0.39
4940049,0.3,-0.26,0.96,0.99,15339.65,-4.36,11002.59,85.74,0.28,-0.51,0.75,10.98,-39.15,46.34,122.31,-4.78,56.27,0.39
4941048,0.37,-0.25,0.98,0.99,15342.09,-4.36,10997.72,85.75,0.32,-0.49,0.77,40.67,-96.46,136.34,79.56,-33.47,81.54,0.39
4942050,0.36,-0.3,0.94,0.99,15345.61,-4.34,10990.7,85.74,0.33,-0.56,0.74,41.52,-84.7,110.61,118.75,-50.2,50.53,0.39
4943048,0.33,-0.34,0.91,0.99,15347.32,-4.34,10987.31,85.74,0.32,-0.6,0.7,5.43,-6.04,18.17,125.87,-21.52,55.13,0.39
4944050,0.37,-0.39,0.88,0.99,15350.31,-4.35,10981.34,85.73,0.38,-0.69,0.73,-6.16,13.29,10.85,117.56,-9.56,63.16,0.39
4945049,0.36,-0.26,0.89,0.99,15353.47,-4.34,10976.68,85.71,0.34,-0.55,0.67,22.56,-43.96,60.06,102.12,-7.17,75.8,0.39
4946050,0.33,-0.31,0.82,0.99,15353.39,-4.33,10973.14,85.75,0.32,-0.58,0.61,8.96,-18.05,29.82,86.69,-29.88,80.39,0.39
4947049,0.36,-0.35,0.82,0.99,15357.81,-4.33,10966.43,85.73,0.34,-0.63,0.61,8.9,-36.1,36.95,84.31,-25.1,81.54,0.39
4948049,0.33,-0.25,0.96,0.99,15360.11,-4.33,10960.37,85.75,0.31,-0.52,0.74,0.49,-9.88,14.33,90.25,-60.96,67.76,0.39
4949049,0.34,-0.35,0.85,0.99,15363.93,-4.33,10954.25,85.75,0.33,-0.63,0.64,16.83,-43.17,56.83,108.06,-62.16,49.38,0.39
4950049,0.34,-0.34,0.91,0.99,15365.68,-4.32,10950.7,85.74,0.32,-0.62,0.67,-2.07,-2.07,-1.1,121.12,-52.59,45.94,0.39
4951046,0.36,-0.3,0.91,0.99,15369.1,-4.32,10943.98,85.73,0.33,-0.55,0.71,-32.56,57.2,-73.29,102.12,-68.13,49.38,0.39
4952045,0.34,-0.34,0.84,0.99,15371.7,-4.32,10938.75,85.75,0.33,-0.61,0.62,-13.72,29.51,-36.1,79.56,-53.79,72.35,0.39
4953044,0.33,-0.3,0.85,0.99,15374.79,-4.32,10932.7,85.74,0.31,-0.55,0.64,-6.52,18.72,-16.95,80.75,-17.93,82.69,0.39
4954045,0.3,-0.31,0.91,0.99,15376.98,-4.31,10928.34,85.77,0.28,-0.57,0.7,-7.32,19.63,-16.95,102.12,1.2,73.5,0.39
4955046,0.34,-0.32,0.89,0.99,15379.18,-4.31,10923.98,85.75,0.31,-0.61,0.68,-32.87,66.71,-88.54,119.94,-10.76,58.57,0.39
4956040,0.37,-0.3,0.91,0.99,15381.23,-4.31,10919.92,85.74,0.33,-0.55,0.72,-43.41,98.41,-126.04,106.87,-63.35,55.13,0.39
4957040,0.36,-0.27,0.98,0.99,15384.62,-4.3,10913.2,85.74,0.33,-0.53,0.76,-27.26,54.09,-80.49,79.56,-28.69,81.54,0.39
4958040,0.34,-0.3,0.89,0.99,15387.34,-4.3,10907.82,85.73,0.32,-0.57,0.69,-20.55,52.8,-66.95,117.56,-8.37,60.87,0.39
4959040,0.33,-0.31,0.87,0.99,15390.51,-4.29,10901.54,85.77,0.31,-0.58,0.65,-10.3,31.77,-40.61,124.69,-45.42,49.38,0.39
4960038,0.34,-0.28,0.85,0.99,15393.98,-4.29,10894.68,85.75,0.32,-0.56,0.64,-28.96,62.68,-78.66,97.37,-65.74,57.42,0.39
4961036,0.34,-0.31,0.84,0.99,15395.88,-4.28,10890.9,85.73,0.33,-0.57,0.64,-24.94,56.52,-69.82,77.19,-29.88,82.69,0.39
4962035,0.36,-0.31,0.88,0.99,15398.72,-4.28,10885.3,85.73,0.33,-0.58,0.67,-20.55,55.24,-63.41,96.19,-4.78,79.24,0.39
4963036,0.34,-0.3,0.92,0.99,15399.02,-4.29,10884.71,85.75,0.33,-0.56,0.72,-19.45,40.55,-45.98,122.31,-15.54,56.27,0.39
4964035,0.37,-0.32,0.88,0.99,15401.9,-4.27,10879.02,85.73,0.35,-0.59,0.67,-32.8,70.24,-82.01,118.75,-59.77,43.64,0.39
4965036,0.37,-0.3,0.91,1,15404.21,-4.27,10874.44,85.73,0.35,-0.57,0.69,-27.2,56.89,-66.59,79.56,-51.4,78.09,0.39
4966036,0.34,-0.32,0.85,1,15407.8,-4.27,10867.36,85.75,0.34,-0.6,0.65,-19.27,39.7,-43.66,91.44,-13.15,79.24,0.39
4967035,0.34,-0.32,0.84,1,15409.78,-4.26,10863.44,85.77,0.32,-0.6,0.63,-19.09,46.04,-46.52,112.81,-4.78,67.76,0.39
4968035,0.33,-0.32,0.84,1,15411.65,-4.26,10859.75,85.73,0.32,-0.6,0.62,-1.16,13.96,-10,123.5,-9.56,56.27,0.39
4969035,0.33,-0.32,0.85,1,15411.77,-4.26,10856.57,85.74,0.31,-0.6,0.65,2.74,0.61,1.34,124.69,-14.34,52.83,0.39
4970036,0.33,-0.35,0.88,1,15414.98,-4.25,10852.14,85.77,0.32,-0.63,0.67,-4.94,1.89,-10,127.06,-26.3,50.53,0.39
4971036,0.36,-0.37,0.85,1,15416.93,-4.25,10848.75,85.77,0.34,-0.65,0.65,-17.8,42.26,-58.48,121.12,-47.81,43.64,0.39
4972036,0.36,-0.35,0.88,1,15417.98,-4.25,10847.56,85.5,0.34,-0.61,0.69,-16.04,25.18,-36.28,104.5,-64.55,52.83,0.39
4973035,0.34,-0.34,0.88,1,15421.13,-4.24,10840.33,85.73,0.33,-0.61,0.68,-13.72,31.34,-35.49,84.31,-62.16,64.31,0.39
4974036,0.34,-0.31,0.89,1,15424.57,-4.24,10835.9,85.77,0.32,-0.57,0.68,-15.85,21.95,-24.94,77.19,-49.01,79.24,0.39
4975035,0.33,-0.31,0.85,1,15427.2,-4.24,10828.89,85.73,0.32,-0.58,0.63,5.3,-13.72,20.85,83.12,-51.4,75.8,0.39
4976034,0.33,-0.31,0.85,1,15430.2,-4.23,10823.27,85.74,0.31,-0.58,0.63,1.59,-5.85,13.6,89.06,-56.18,67.76,0.39
4977034,0.33,-0.32,0.84,1,15431.06,-4.23,10821.5,85.73,0.32,-0.6,0.63,4.45,-6.89,12.07,93.81,-60.96,63.16,0.39
4978034,0.33,-0.34,0.85,1,15433.8,-4.22,10816.11,85.77,0.32,-0.61,0.65,7.2,-15.37,16.59,100.94,-63.35,57.42,0.39
4979034,0.34,-0.35,0.88,1,15436.66,-4.23,10810.5,85.75,0.33,-0.62,0.68,-14.94,32.62,-37.56,95,-68.13,56.27,0.39
4980034,0.36,-0.34,0.89,1,15440.97,-4.22,10802.01,85.75,0.34,-0.61,0.69,-14.88,31.16,-35.12,78.37,-60.96,72.35,0.39
4981031,0.34,-0.34,0.89,1,15443.34,-4.22,10797.36,85.73,0.34,-0.6,0.69,-6.4,10.43,-13.48,76,-43.03,80.39,0.39
4982032,0.34,-0.34,0.87,1,15445.79,-4.21,10792.55,85.77,0.33,-0.6,0.66,1.71,-13.05,15.67,78.37,-45.42,78.09,0.39
4983031,0.33,-0.31,0.85,1,15448.65,-4.21,10786.94,85.77,0.32,-0.58,0.64,1.22,-11.4,16.22,85.5,-64.55,63.16,0.39
4984030,0.34,-0.34,0.82,1,15449.97,-4.2,10784.36,85.74,0.32,-0.61,0.62,12.56,-24.76,33.17,99.75,-65.74,56.27,0.39
4985030,0.34,-0.34,0.85,1,15451.77,-4.2,10780.81,85.78,0.32,-0.61,0.64,15.24,-23.84,28.48,115.19,-62.16,45.94,0.39
4986027,0.33,-0.34,0.88,1,15455.16,-4.2,10774.17,85.74,0.32,-0.62,0.69,-2.87,5.37,-7.26,119.94,-52.59,48.23,0.39
4987027,0.33,-0.35,0.88,1,15456.67,-4.2,10771.21,85.74,0.32,-0.62,0.68,0.61,2.62,-1.71,121.12,-52.59,45.94,0.39
4988027,0.34,-0.35,0.84,1,15460.96,-4.2,10762.8,85.78,0.33,-0.63,0.63,-2.13,14.94,-14.15,109.25,-63.35,48.23,0.39
4989028,0.34,-0.31,0.84,1,15464.81,-4.19,10755.26,85.74,0.32,-0.58,0.61,-4.88,3.17,0.37,108.06,-64.55,52.83,0.39
4990027,0.34,-0.31,0.85,1,15466.62,-4.19,10751.72,85.77,0.32,-0.57,0.64,10.79,-22.01,34.09,118.75,-56.18,47.09,0.39
4991027,0.33,-0.32,0.84,1,15471.11,-4.18,10742.94,85.77,0.32,-0.61,0.63,5.98,-12.5,25.06,128.25,-39.45,44.79,0.39
4992027,0.33,-0.32,0.87,1,15471.94,-4.18,10741.31,85.77,0.32,-0.6,0.66,-3.54,13.48,-5.37,124.69,-21.52,50.53,0.39
4993027,0.33,-0.34,0.89,1,15473.97,-4.18,10737.32,85.75,0.32,-0.6,0.69,2.2,-7.07,9.82,125.87,-14.34,53.98,0.39
4994027,0.34,-0.35,0.88,1,15474.28,-4.17,10736.73,85.73,0.33,-0.63,0.68,3.72,-8.17,13.11,122.31,-9.56,58.57,0.39
4995027,0.34,-0.35,0.87,1,15476.36,-4.17,10730.15,85.73,0.33,-0.63,0.66,2.38,-12.99,19.27,109.25,-5.98,68.91,0.39
4996027,0.31,-0.34,0.85,1,15480.36,-4.17,10723.51,85.78,0.31,-0.61,0.65,-2.13,2.74,0.98,102.12,-5.98,74.65,0.39
4997028,0.31,-0.31,0.85,1,15482.93,-4.17,10718.2,85.75,0.3,-0.58,0.64,6.1,-3.96,6.52,100.94,-4.78,74.65,0.39
4998028,0.33,-0.32,0.85,1,15484.6,-4.16,10714.87,85.75,0.31,-0.59,0.65,-5.55,22.8,-22.56,99.75,-5.98,75.8,0.39
4999028,0.34,-0.32,0.88,1,15485.13,-4.16,10713.54,85.74,0.33,-0.59,0.67,-2.5,-0.3,2.26,105.69,0,68.91,0.39
5000027,0.34,-0.37,0.87,1,15490.35,-4.16,10704.9,85.77,0.33,-0.65,0.66,2.44,-26.77,36.22,102.12,-8.37,74.65,0.39
5001021,0.34,-0.36,0.87,1,15493.34,-4.15,10699.21,85.77,0.33,-0.64,0.66,1.4,1.22,5.91,91.44,-10.76,80.39,0.39
5002021,0.34,-0.34,0.91,1,15496.15,-4.15,10693.37,85.75,0.32,-0.63,0.68,2.74,-11.65,10.98,83.12,-19.12,81.54,0.39
5003021,0.36,-0.35,0.87,1,15498.42,-4.14,10689.68,85.73,0.35,-0.62,0.65,-18.48,46.16,-54.76,100.94,-7.17,74.65,0.39
5004020,0.33,-0.31,0.81,1,15504.1,-4.14,10678.61,85.77,0.32,-0.57,0.62,-17.93,33.11,-36.34,125.87,-23.91,50.53,0.39
5005021,0.33,-0.3,0.84,1,15504.68,-4.14,10677.43,85.75,0.31,-0.56,0.63,3.84,-2.13,7.38,127.06,-32.27,45.94,0.39
5006013,0.34,-0.35,0.84,1,15506.65,-4.14,10673.59,85.75,0.33,-0.62,0.62,10.3,-32.56,41.4,122.31,-16.73,58.57,0.39
5007012,0.34,-0.36,0.85,1,15509.08,-4.14,10668.86,85.77,0.32,-0.64,0.65,-7.68,38.84,-30.98,109.25,-5.98,66.61,0.39
5008012,0.34,-0.34,0.88,1,15512.15,-4.13,10662.89,85.73,0.32,-0.6,0.67,-15.67,45.91,-47.87,121.12,-8.37,57.42,0.39
5009013,0.36,-0.32,0.91,1,15514.47,-4.13,10658.37,85.74,0.34,-0.6,0.7,0.43,4.51,-3.11,128.25,-26.3,49.38,0.39
5010013,0.36,-0.36,0.87,1,15517.59,-4.13,10652.32,85.77,0.35,-0.65,0.67,-10.61,21.71,-25,119.94,-54.98,44.79,0.39
5011013,0.36,-0.35,0.85,1,15519.56,-4.12,10648.48,85.74,0.34,-0.61,0.65,-16.4,30.43,-27.99,110.44,-64.55,48.23,0.39
5012012,0.33,-0.31,0.87,1,15519.46,-4.12,10648.69,85.75,0.31,-0.58,0.65,9.09,-18.48,26.34,112.81,-60.96,45.94,0.39
5013012,0.33,-0.34,0.81,1,15524.09,-4.12,10639.69,85.75,0.32,-0.61,0.61,-18.96,26.59,-41.16,109.25,-66.94,47.09,0.39
5014012,0.34,-0.31,0.87,1,15526.76,-4.11,10634.52,85.77,0.33,-0.58,0.66,-15.37,41.04,-41.4,78.37,-62.16,70.05,0.39
5015012,0.36,-0.31,0.88,1,15529.99,-4.11,10628.24,85.78,0.34,-0.57,0.68,-39.76,73.41,-82.68,85.5,-13.15,80.39,0.39
5016010,0.34,-0.32,0.87,1,15533.92,-4.11,10620.63,85.75,0.32,-0.58,0.67,-25.49,49.82,-66.52,124.69,-11.95,57.42,0.39
5017010,0.34,-0.32,0.89,1,15535.59,-4.11,10617.39,85.77,0.34,-0.6,0.68,-15.61,34.15,-34.76,127.06,-35.86,44.79,0.39
5018010,0.34,-0.37,0.87,1,15539.14,-4.1,10610.52,85.73,0.34,-0.64,0.67,-8.17,18.35,-14.27,115.19,-58.57,45.94,0.39
5019012,0.33,-0.36,0.85,1,15540.74,-4.1,10607.41,85.77,0.33,-0.64,0.64,-9.33,20.79,-22.5,114,-60.96,48.23,0.39
5020011,0.33,-0.31,0.87,1,15544.14,-4.1,10600.84,85.74,0.32,-0.59,0.65,7.07,-9.21,12.99,109.25,-63.35,49.38,0.39
5020987,0.34,-0.32,0.85,1,15547.99,-4.09,10593.39,85.74,0.33,-0.59,0.64,-12.07,34.88,-36.95,96.19,-65.74,58.57,0.39
5021989,0.34,-0.32,0.88,1,15550.32,-4.09,10588.88,85.75,0.33,-0.58,0.67,1.89,-7.13,10.06,84.31,-58.57,71.2,0.39
5022989,0.34,-0.36,0.85,1,15551.08,-4.09,10587.4,85.77,0.33,-0.63,0.65,8.78,-33.29,41.71,99.75,-65.74,55.13,0.39
5023988,0.34,-0.37,0.84,1,15554.22,-4.08,10581.34,85.74,0.34,-0.66,0.64,-1.28,1.34,4.82,122.31,-57.38,41.34,0.39
5024989,0.36,-0.34,0.88,1,15557.24,-4.08,10575.51,85.77,0.34,-0.6,0.68,0.37,1.83,4.82,127.06,-45.42,41.34,0.39
5025980,0.36,-0.34,0.87,1,15559.89,-4.07,10571.14,85.75,0.34,-0.61,0.65,12.26,-23.11,35.18,127.06,-45.42,42.49,0.39
5026980,0.34,-0.32,0.84,1,15563.55,-4.08,10563.32,85.77,0.32,-0.59,0.63,17.56,-32.62,47.13,128.25,-19.12,47.09,0.39
5027980,0.33,-0.3,0.85,1,15565.7,-4.07,10557.56,85.77,0.32,-0.58,0.64,10.91,-22.62,36.95,104.5,-4.78,73.5,0.39
5028981,0.33,-0.32,0.87,1,15565.74,-4.06,10556.3,85.75,0.32,-0.58,0.66,3.23,-14.02,24.51,93.81,-4.78,78.09,0.39
5029981,0.34,-0.35,0.85,1,15570.26,-4.06,10550.53,85.78,0.33,-0.62,0.64,12.44,-31.71,44.09,84.31,-16.73,81.54,0.39
5030982,0.34,-0.34,0.85,1,15572.68,-4.05,10546.61,85.8,0.33,-0.61,0.66,11.65,-27.44,37.32,81.94,-32.27,81.54,0.39
5031982,0.36,-0.32,0.89,1,15573.72,-4.05,10540.04,85.75,0.34,-0.59,0.69,14.45,-35.3,50.79,98.56,-64.55,57.42,0.39
5032981,0.34,-0.31,0.87,1,15577.74,-4.04,10535.46,85.78,0.33,-0.57,0.67,23.78,-50.43,67.87,119.94,-50.2,44.79,0.39
5033981,0.34,-0.27,0.89,1,15580.12,-4.04,10531.4,85.77,0.31,-0.53,0.68,25.67,-62.38,81.4,108.06,-10.76,70.05,0.39
5034981,0.34,-0.3,0.87,1,15583.11,-4.04,10525.56,85.75,0.32,-0.57,0.66,24.27,-56.34,78.11,85.5,-39.45,79.24,0.39
5035979,0.34,-0.27,0.92,1,15584.23,-4.03,10523.49,85.75,0.32,-0.53,0.71,28.11,-66.95,84.15,103.31,-59.77,58.57,0.39
5036981,0.36,-0.34,0.88,1,15588.26,-4.03,10515.73,85.78,0.34,-0.6,0.66,24.45,-49.39,77.5,121.12,-19.12,55.13,0.39
5037981,0.34,-0.3,0.94,1,15589.67,-4.03,10513.02,85.75,0.33,-0.56,0.73,20,-41.4,54.57,78.37,-15.54,82.69,0.39
5038980,0.36,-0.34,0.88,1,15589.26,-4.03,10513.81,85.78,0.33,-0.61,0.68,28.48,-61.4,83.9,77.19,-58.57,72.35,0.39
5039980,0.33,-0.32,0.87,1,15597.52,-4.02,10497.94,85.78,0.32,-0.6,0.66,10.55,-28.41,42.8,115.19,-63.35,44.79,0.39
5040965,0.33,-0.31,0.87,1,15599.68,-4.02,10493.8,85.78,0.31,-0.57,0.66,24.82,-54.02,65.98,129.44,-27.49,47.09,0.39
5041964,0.31,-0.31,0.84,1,15601.87,-4.02,10489.59,85.74,0.3,-0.58,0.63,5,-14.7,24.63,114,-4.78,64.31,0.39
5042964,0.31,-0.32,0.85,1,15603.99,-4.02,10485.52,85.78,0.3,-0.59,0.65,-4.39,11.89,-4.94,106.87,1.2,71.2,0.39
5043964,0.3,-0.32,0.88,1,15606.15,-4.02,10481.39,85.74,0.29,-0.6,0.67,1.77,-12.62,13.35,96.19,0,74.65,0.39
5044965,0.33,-0.34,0.87,1,15609.08,-4.01,10475.77,85.74,0.31,-0.62,0.65,-11.83,27.38,-34.76,100.94,-5.98,73.5,0.39
5045948,0.33,-0.34,0.88,1,15611.51,-4.01,10471.12,85.78,0.32,-0.61,0.68,-17.13,43.84,-52.01,123.5,-15.54,55.13,0.39
5046949,0.36,-0.35,0.85,1,15612.51,-4.01,10469.2,85.78,0.34,-0.61,0.66,-26.77,56.77,-71.89,117.56,-53.79,49.38,0.39
5047949,0.34,-0.32,0.91,1,15616.13,-4,10462.25,85.75,0.33,-0.59,0.69,-9.21,21.22,-28.17,95,-62.16,60.87,0.39
5048949,0.34,-0.34,0.88,1,15619.49,-4,10455.83,85.75,0.34,-0.6,0.67,-21.95,49.82,-59.57,78.37,-49.01,75.8,0.39
5049950,0.34,-0.31,0.88,1,15621.96,-4,10451.1,85.75,0.33,-0.58,0.68,-20.73,44.33,-55.91,87.87,-13.15,82.69,0.39
5051436,0.36,-0.3,0.85,1,15627.8,-3.99,10439.95,85.75,0.32,-0.57,0.65,-28.84,74.94,-87.32,124.69,-25.1,55.13,0.39
5052426,0.33,-0.28,0.87,1,15629.03,-3.99,10437.58,85.74,0.32,-0.56,0.66,-7.99,23.48,-26.89,116.37,-47.81,52.83,0.39
5053403,0.33,-0.37,0.8,1,15632.48,-3.98,10431,85.77,0.32,-0.66,0.6,0.79,4.09,-8.17,108.06,-52.59,60.87,0.39
5054376,0.34,-0.35,0.85,1,15634.56,-3.98,10427.02,85.78,0.33,-0.63,0.65,-12.32,12.62,-24.39,106.87,-62.16,53.98,0.39
5055352,0.36,-0.3,0.91,1,15635.34,-3.98,10425.54,85.75,0.33,-0.57,0.69,-24.94,47.99,-63.66,92.62,-74.11,57.42,0.39
5056326,0.34,-0.32,0.88,1,15637.35,-3.98,10421.69,85.78,0.33,-0.58,0.69,-24.09,47.62,-62.07,70.06,-28.69,83.84,0.39
5057295,0.36,-0.32,0.84,1.01,15641.54,-3.97,10413.71,85.75,0.34,-0.6,0.63,-18.84,42.32,-55.37,105.69,-2.39,70.05,0.39
5058254,0.33,-0.31,0.84,1.01,15643.66,-3.97,10409.66,85.75,0.32,-0.59,0.64,-2.56,16.83,-16.04,123.5,-23.91,51.68,0.39
5059255,0.33,-0.28,0.87,1.01,15645.88,-3.97,10405.43,85.74,0.32,-0.55,0.65,-25.49,45.49,-59.51,122.31,-37.05,52.83,0.39
5060255,0.33,-0.31,0.87,1.01,15649.98,-3.97,10397.61,85.75,0.31,-0.58,0.66,-12.38,21.4,-27.93,117.56,-53.79,50.53,0.39
